Locality,Property_Type,BHK,Bathrooms,Balconies,Area_SqFt,Age_Years,Floor_No,Total_Floors,Furnishing,Parking_Spaces,Distance_From_Metro_KM,Price_INR
Dwarka,Independent House,2,2,1,2128.6,13,0,8,Semi-Furnished,0,0.92,15161000.0
Najafgarh,Apartment,2,2,1,1230.7,15,2,7,Fully-Furnished,1,5.22,5523000.0
Model Town,Builder Floor,3,3,2,1044.3,33,9,12,Semi-Furnished,1,0.98,9735000.0
Model Town,Apartment,2,2,0,300.0,4,7,14,Fully-Furnished,2,3.01,3032000.0
Pitampura,Builder Floor,3,2,1,1289.7,3,10,18,Fully-Furnished,1,1.65,11204000.0
Dwarka,Builder Floor,3,3,0,1396.6,11,0,4,Semi-Furnished,1,1.66,9560000.0
Uttam Nagar,Apartment,2,2,1,1210.2,12,8,15,Fully-Furnished,0,4.26,5945000.0
Model Town,Apartment,3,3,3,957.5,34,13,20,Semi-Furnished,1,0.02,8756000.0
Pitampura,Builder Floor,3,3,1,1627.1,8,2,6,Unfurnished,1,0.39,9510000.0
Dwarka,Apartment,2,2,0,993.5,9,8,11,Fully-Furnished,1,3.51,7109000.0
Model Town,Apartment,2,2,0,1373.5,39,6,10,Semi-Furnished,0,0.36,10025000.0
Dwarka,Apartment,3,3,0,1008.6,6,0,1,Semi-Furnished,1,1.55,8341000.0
Lajpat Nagar,Builder Floor,3,3,2,1680.4,33,1,9,Semi-Furnished,1,7.63,13805000.0
Pitampura,Apartment,4,2,1,1312.5,26,2,8,Unfurnished,1,1.14,9294000.0
Janakpuri,Independent House,2,2,1,1876.7,36,8,10,Unfurnished,1,2.54,11802000.0
Chattarpur,Builder Floor,5,3,2,1756.1,29,13,14,Unfurnished,1,0.7,12161000.0
Paschim Vihar,Apartment,2,2,1,1009.8,32,3,9,Semi-Furnished,2,0.42,6795000.0
Najafgarh,Builder Floor,3,3,1,1699.6,35,14,16,Semi-Furnished,0,0.87,6886000.0
Rohini,Builder Floor,2,2,0,1559.1,8,10,11,Semi-Furnished,2,0.16,8146000.0
Model Town,Villa,3,3,1,3407.2,29,9,11,Semi-Furnished,1,1.36,41268000.0
Saket,Builder Floor,2,2,2,899.2,10,8,9,Unfurnished,1,2.99,10539000.0
Chattarpur,Builder Floor,3,3,3,1468.9,12,3,10,Unfurnished,0,1.12,9702000.0
Shahdara,Independent House,2,2,0,1731.8,15,14,23,Semi-Furnished,0,1.9,8437000.0
Model Town,Apartment,2,2,1,1365.5,25,4,11,Semi-Furnished,1,0.08,15025000.0
Mayur Vihar,Apartment,3,3,2,463.3,18,14,16,Unfurnished,2,4.35,2811000.0
Hauz Khas,Apartment,2,2,1,959.5,38,2,3,Unfurnished,1,7.1,9966000.0
Mayur Vihar,Apartment,3,3,3,1039.0,33,8,15,Fully-Furnished,2,3.39,6589000.0
Defence Colony,Apartment,2,2,3,1153.2,5,11,14,Semi-Furnished,2,7.25,19242000.0
Uttam Nagar,Apartment,2,2,2,1147.8,36,10,19,Unfurnished,2,0.47,5285000.0
Rohini,Apartment,2,2,1,725.4,24,9,12,Unfurnished,1,1.2,3492000.0
Dwarka,Apartment,4,4,0,1391.7,16,10,19,Fully-Furnished,0,0.13,10360000.0
Chattarpur,Apartment,3,3,1,1094.0,21,5,10,Unfurnished,1,1.27,6026000.0
Janakpuri,Apartment,4,3,1,596.1,6,0,1,Semi-Furnished,1,0.52,4795000.0
Defence Colony,Apartment,2,2,2,1169.2,33,2,7,Semi-Furnished,1,0.38,16821000.0
Greater Kailash,Apartment,4,3,1,1204.7,22,5,13,Unfurnished,1,0.13,17279000.0
Uttam Nagar,Independent House,2,2,1,1567.6,24,5,6,Unfurnished,2,1.52,7135000.0
Saket,Apartment,2,2,0,766.1,17,12,18,Unfurnished,1,1.09,7468000.0
Hauz Khas,Apartment,3,3,2,855.9,27,10,13,Semi-Furnished,0,0.25,11367000.0
Vasant Vihar,Apartment,2,2,2,994.0,22,5,12,Semi-Furnished,1,0.02,16197000.0
Lajpat Nagar,Independent House,4,3,1,2136.5,7,13,16,Unfurnished,1,4.39,27706000.0
Golf Links,Apartment,3,2,2,733.2,27,14,21,Semi-Furnished,1,1.44,12186000.0
Janakpuri,Apartment,3,3,2,1595.8,33,2,8,Semi-Furnished,1,4.26,10151000.0
Janakpuri,Builder Floor,3,3,2,956.6,39,12,17,Unfurnished,0,1.45,6409000.0
Uttam Nagar,Villa,2,2,0,3415.1,9,10,11,Semi-Furnished,1,0.99,21828000.0
Paschim Vihar,Builder Floor,1,1,0,1561.5,1,3,7,Unfurnished,1,0.09,10141000.0
Karol Bagh,Builder Floor,2,2,2,1461.5,26,7,9,Fully-Furnished,0,1.0,12089000.0
Mayur Vihar,Independent House,2,2,1,1757.6,31,7,16,Semi-Furnished,2,1.41,9691000.0
Chattarpur,Apartment,3,3,1,922.9,16,10,12,Semi-Furnished,1,8.08,5610000.0
Najafgarh,Apartment,4,3,1,1191.8,33,2,4,Fully-Furnished,0,0.35,4871000.0
Golf Links,Apartment,3,2,0,1397.9,17,0,9,Semi-Furnished,2,1.12,24840000.0
Mayur Vihar,Builder Floor,3,3,1,916.4,3,5,14,Semi-Furnished,0,2.26,7465000.0
Chattarpur,Apartment,3,3,1,1102.0,38,4,13,Semi-Furnished,1,3.61,6496000.0
Vikaspuri,Builder Floor,4,4,3,1773.5,36,0,9,Semi-Furnished,1,2.98,13573000.0
Janakpuri,Apartment,3,3,1,462.8,3,4,13,Unfurnished,1,2.62,3448000.0
Defence Colony,Builder Floor,2,2,2,1430.4,15,7,11,Unfurnished,0,0.13,19417000.0
Rohini,Apartment,3,3,1,1016.7,11,4,10,Fully-Furnished,0,1.32,7154000.0
Pitampura,Builder Floor,4,3,2,1734.2,29,13,16,Unfurnished,1,0.51,8510000.0
Shahdara,Independent House,3,3,1,1762.8,2,10,19,Semi-Furnished,1,0.44,10104000.0
Model Town,Builder Floor,3,3,1,2000.6,21,12,17,Semi-Furnished,1,0.09,20780000.0
Paschim Vihar,Builder Floor,1,1,1,1727.3,27,10,17,Semi-Furnished,1,0.05,10789000.0
Karol Bagh,Independent House,3,3,2,2141.3,27,6,9,Unfurnished,0,1.66,16130000.0
Mayur Vihar,Builder Floor,1,1,0,1032.3,28,5,9,Unfurnished,1,0.06,5140000.0
Golf Links,Apartment,1,1,1,944.2,6,1,8,Unfurnished,0,3.04,14993000.0
Chattarpur,Builder Floor,4,4,1,1914.7,13,3,8,Unfurnished,0,0.52,14005000.0
Najafgarh,Apartment,2,2,2,1350.4,17,5,9,Fully-Furnished,1,2.86,5573000.0
Model Town,Apartment,4,3,2,1277.1,38,12,16,Unfurnished,1,2.24,12054000.0
Saket,Builder Floor,3,3,2,934.7,27,7,16,Unfurnished,1,3.97,11154000.0
Vasant Vihar,Apartment,2,2,1,659.5,12,11,16,Unfurnished,0,0.81,10487000.0
Lajpat Nagar,Apartment,2,2,1,1005.6,24,0,3,Semi-Furnished,0,1.02,8614000.0
Saket,Villa,3,3,0,2915.6,21,12,16,Unfurnished,0,0.5,38039000.0
Greater Kailash,Apartment,3,3,3,1184.5,5,11,15,Unfurnished,1,3.55,18874000.0
Shahdara,Apartment,4,2,2,764.8,5,3,11,Unfurnished,0,2.08,5020000.0
Karol Bagh,Apartment,1,1,2,1240.6,37,7,8,Semi-Furnished,2,1.07,8676000.0
Golf Links,Apartment,1,1,2,1275.3,5,6,10,Semi-Furnished,0,4.42,19456000.0
Hauz Khas,Apartment,4,2,0,1084.7,37,2,9,Unfurnished,0,0.21,12066000.0
Janakpuri,Independent House,2,2,0,1089.5,15,13,20,Unfurnished,0,0.4,7931000.0
Paschim Vihar,Apartment,3,3,0,1584.8,19,13,15,Semi-Furnished,0,1.19,10956000.0
Uttam Nagar,Apartment,3,3,1,1289.8,14,10,15,Semi-Furnished,0,1.25,5781000.0
Dwarka,Apartment,2,2,0,1218.9,22,3,4,Unfurnished,1,2.73,7084000.0
Greater Kailash,Apartment,2,2,0,1193.2,8,13,18,Semi-Furnished,0,1.44,16394000.0
Vikaspuri,Apartment,5,3,2,1288.9,31,6,7,Fully-Furnished,2,0.06,9611000.0
Karol Bagh,Independent House,2,2,2,1596.6,16,13,22,Unfurnished,1,0.51,16838000.0
Mayur Vihar,Builder Floor,5,3,1,1636.2,13,0,1,Semi-Furnished,0,0.81,13166000.0
Rohini,Builder Floor,3,3,1,1158.0,18,1,10,Semi-Furnished,0,0.23,6912000.0
Dwarka,Apartment,2,2,1,1105.3,35,7,16,Unfurnished,1,1.44,6442000.0
Pitampura,Apartment,1,1,1,1329.2,10,5,14,Unfurnished,2,4.88,8114000.0
Hauz Khas,Independent House,2,2,2,1980.5,20,2,5,Semi-Furnished,0,5.44,24827000.0
Chattarpur,Builder Floor,3,3,0,1412.5,35,9,13,Fully-Furnished,2,9.85,7379000.0
Dwarka,Apartment,3,3,1,421.4,39,3,11,Semi-Furnished,1,1.72,3035000.0
Uttam Nagar,Villa,3,3,2,3101.7,38,14,19,Fully-Furnished,0,3.21,19442000.0
Uttam Nagar,Apartment,2,2,3,1352.3,33,10,12,Fully-Furnished,1,2.21,5241000.0
Chattarpur,Independent House,2,2,2,2873.9,27,13,16,Unfurnished,1,6.17,15976000.0
Lajpat Nagar,Builder Floor,2,2,1,1321.4,9,4,6,Fully-Furnished,2,1.19,10478000.0
Vikaspuri,Builder Floor,3,3,1,1596.5,21,5,9,Fully-Furnished,2,0.55,12893000.0
Hauz Khas,Builder Floor,2,2,1,1570.0,24,8,9,Fully-Furnished,0,1.59,17517000.0
Najafgarh,Builder Floor,1,1,2,1504.0,24,11,18,Semi-Furnished,1,0.48,5132000.0
Model Town,Apartment,2,2,1,1710.9,33,8,9,Unfurnished,2,1.26,15120000.0
Golf Links,Builder Floor,3,3,1,1157.8,13,4,12,Unfurnished,0,7.31,19514000.0
Model Town,Independent House,3,3,1,1997.1,5,5,6,Unfurnished,1,1.44,22346000.0
Uttam Nagar,Builder Floor,2,2,2,1365.8,29,14,19,Unfurnished,1,3.69,5723000.0
Defence Colony,Builder Floor,3,3,2,1608.9,8,10,16,Semi-Furnished,0,0.58,25003000.0
Rohini,Apartment,2,2,1,1214.6,12,10,19,Semi-Furnished,1,1.95,8660000.0
Vasant Vihar,Apartment,2,2,2,1277.1,10,5,11,Semi-Furnished,1,4.29,24001000.0
Rohini,Apartment,2,2,1,988.8,37,2,3,Unfurnished,1,5.47,4286000.0
Golf Links,Apartment,4,3,0,1167.3,37,6,15,Fully-Furnished,1,0.91,20353000.0
Model Town,Builder Floor,3,3,1,1415.4,28,2,6,Unfurnished,1,0.54,11561000.0
Shahdara,Independent House,2,2,2,1731.5,39,0,8,Unfurnished,0,3.52,7174000.0
Najafgarh,Villa,4,4,1,3856.2,37,11,17,Unfurnished,2,0.84,15105000.0
Janakpuri,Apartment,3,3,2,707.1,8,11,19,Semi-Furnished,2,1.55,6440000.0
Janakpuri,Apartment,2,2,1,451.7,30,0,9,Unfurnished,1,4.34,3054000.0
Shahdara,Builder Floor,3,2,1,1217.9,24,6,15,Semi-Furnished,0,2.35,7063000.0
Rohini,Apartment,5,4,2,924.1,17,13,16,Semi-Furnished,0,1.0,7179000.0
Uttam Nagar,Apartment,3,3,0,837.5,1,5,9,Semi-Furnished,2,9.61,4109000.0
Karol Bagh,Apartment,3,3,2,1038.7,8,5,7,Unfurnished,0,1.0,9336000.0
Vasant Vihar,Apartment,4,4,2,1045.4,6,11,16,Unfurnished,1,0.41,20111000.0
Vikaspuri,Apartment,1,1,1,1367.2,12,1,9,Semi-Furnished,1,2.16,9273000.0
Vikaspuri,Apartment,2,2,2,1204.0,22,3,4,Unfurnished,1,0.24,7523000.0
Mayur Vihar,Independent House,3,2,1,2613.2,24,0,2,Semi-Furnished,0,0.84,18945000.0
Karol Bagh,Apartment,2,2,1,1651.6,20,6,14,Semi-Furnished,1,11.88,11489000.0
Paschim Vihar,Apartment,5,3,1,1648.0,35,9,11,Semi-Furnished,2,1.29,14469000.0
Janakpuri,Independent House,3,3,2,1931.2,13,14,18,Semi-Furnished,0,1.04,15696000.0
Najafgarh,Independent House,3,3,2,1846.9,5,2,7,Unfurnished,0,0.54,7556000.0
Rohini,Builder Floor,1,1,2,1228.1,0,13,21,Unfurnished,0,1.35,6597000.0
Paschim Vihar,Apartment,2,2,1,1114.7,8,5,6,Semi-Furnished,1,9.17,8723000.0
Rohini,Independent House,4,2,0,1899.1,5,5,12,Semi-Furnished,2,0.25,15832000.0
Pitampura,Independent House,2,2,1,2584.2,26,7,9,Semi-Furnished,1,1.37,17278000.0
Model Town,Apartment,2,2,1,981.5,18,5,8,Semi-Furnished,2,0.53,9452000.0
Uttam Nagar,Apartment,3,3,0,892.4,24,14,23,Semi-Furnished,2,0.63,4911000.0
Chattarpur,Builder Floor,3,3,3,1001.7,26,9,18,Semi-Furnished,1,0.08,6705000.0
Golf Links,Apartment,4,4,1,1577.0,28,10,15,Fully-Furnished,1,0.5,30019000.0
Shahdara,Apartment,2,2,2,940.4,24,11,15,Semi-Furnished,2,2.37,5106000.0
Shahdara,Apartment,2,2,2,885.2,4,4,8,Unfurnished,1,0.1,4891000.0
Pitampura,Apartment,4,3,0,1205.6,33,9,16,Unfurnished,1,1.15,6205000.0
Dwarka,Builder Floor,4,3,1,1030.3,31,12,15,Semi-Furnished,2,2.38,7077000.0
Shahdara,Apartment,3,3,1,562.1,11,11,20,Unfurnished,1,2.64,2960000.0
Janakpuri,Independent House,3,3,3,1661.4,26,9,12,Unfurnished,1,2.1,15330000.0
Defence Colony,Builder Floor,3,2,0,1505.5,3,9,13,Semi-Furnished,0,3.24,27403000.0
Uttam Nagar,Independent House,3,2,1,1905.1,12,14,22,Unfurnished,0,0.08,8258000.0
Lajpat Nagar,Builder Floor,2,2,0,1344.6,30,3,5,Unfurnished,2,1.23,9238000.0
Mayur Vihar,Apartment,2,2,0,1053.1,3,5,7,Fully-Furnished,2,0.84,7810000.0
Vikaspuri,Builder Floor,4,3,1,1029.3,25,7,16,Semi-Furnished,2,3.19,7451000.0
Dwarka,Apartment,2,2,1,1269.0,32,12,17,Unfurnished,1,3.85,6735000.0
Defence Colony,Builder Floor,2,2,1,1253.4,26,11,13,Unfurnished,0,0.44,19150000.0
Shahdara,Independent House,5,3,0,1673.9,35,8,14,Unfurnished,0,1.18,8472000.0
Hauz Khas,Builder Floor,1,1,0,1269.6,9,2,9,Fully-Furnished,0,0.68,13814000.0
Hauz Khas,Builder Floor,1,1,0,1378.8,33,2,5,Unfurnished,1,0.31,13205000.0
Paschim Vihar,Apartment,3,3,3,1327.7,11,4,5,Unfurnished,2,0.18,10497000.0
Rohini,Apartment,3,3,1,890.2,29,12,17,Unfurnished,1,0.62,4864000.0
Golf Links,Apartment,1,1,1,1283.2,22,9,14,Unfurnished,1,0.14,20233000.0
Shahdara,Independent House,2,2,1,2155.0,5,12,15,Unfurnished,1,3.46,14512000.0
Karol Bagh,Apartment,4,4,3,1406.0,2,6,10,Semi-Furnished,0,7.34,16583000.0
Golf Links,Apartment,4,4,2,912.5,0,8,17,Semi-Furnished,2,6.9,22095000.0
Dwarka,Apartment,1,1,2,1526.6,37,10,13,Unfurnished,0,6.44,6044000.0
Najafgarh,Builder Floor,3,3,2,1856.3,5,1,8,Unfurnished,2,0.07,8094000.0
Vikaspuri,Builder Floor,3,3,2,1079.3,24,1,2,Unfurnished,1,0.05,8146000.0
Karol Bagh,Apartment,4,4,1,967.5,1,2,4,Unfurnished,0,0.13,10797000.0
Uttam Nagar,Independent House,2,2,2,1954.7,35,8,13,Fully-Furnished,1,3.63,9606000.0
Paschim Vihar,Builder Floor,2,2,2,1543.6,10,9,12,Unfurnished,0,0.33,12366000.0
Greater Kailash,Builder Floor,3,2,2,1278.5,29,7,10,Unfurnished,1,0.52,18077000.0
Hauz Khas,Independent House,2,2,1,1159.1,24,11,20,Semi-Furnished,0,0.95,11672000.0
Hauz Khas,Independent House,2,2,2,2712.7,23,12,19,Unfurnished,1,6.66,33522000.0
Golf Links,Apartment,3,3,1,811.6,21,1,10,Unfurnished,0,5.23,13165000.0
Mayur Vihar,Independent House,1,1,0,1281.1,3,3,10,Semi-Furnished,1,1.09,7828000.0
Pitampura,Independent House,4,3,1,1825.7,7,0,6,Fully-Furnished,2,0.66,14740000.0
Najafgarh,Apartment,4,4,1,745.5,5,11,20,Semi-Furnished,0,0.26,3602000.0
Karol Bagh,Independent House,1,1,2,2324.8,3,1,4,Semi-Furnished,1,0.32,26449000.0
Vikaspuri,Builder Floor,2,2,3,1610.4,25,7,10,Unfurnished,1,1.8,11054000.0
Saket,Apartment,3,2,2,552.0,29,8,15,Semi-Furnished,1,1.71,5565000.0
Janakpuri,Builder Floor,3,3,0,1107.1,25,3,8,Fully-Furnished,2,0.12,9888000.0
Vasant Vihar,Apartment,2,2,2,423.0,27,10,16,Unfurnished,1,0.9,7416000.0
Hauz Khas,Villa,1,1,1,3005.8,30,3,4,Semi-Furnished,1,0.93,40974000.0
Model Town,Independent House,3,3,2,1550.3,37,5,7,Unfurnished,1,4.31,11949000.0
Vikaspuri,Independent House,4,3,0,2375.7,36,5,6,Fully-Furnished,1,2.46,16648000.0
Saket,Apartment,4,3,1,1258.6,32,10,19,Semi-Furnished,1,1.99,13233000.0
Chattarpur,Apartment,3,3,2,992.2,38,11,14,Unfurnished,0,1.4,5437000.0
Model Town,Apartment,2,2,1,929.2,5,6,10,Fully-Furnished,1,0.05,10899000.0
Vasant Vihar,Builder Floor,2,2,2,1465.6,21,10,11,Semi-Furnished,1,0.76,22650000.0
Paschim Vihar,Apartment,1,1,0,792.0,16,11,19,Unfurnished,2,1.04,5349000.0
Karol Bagh,Apartment,2,2,1,976.9,1,4,5,Fully-Furnished,1,0.4,10572000.0
Vasant Vihar,Independent House,2,2,1,1799.1,32,10,15,Fully-Furnished,0,1.12,35202000.0
Mayur Vihar,Apartment,2,2,2,1423.7,8,9,15,Unfurnished,1,1.92,8830000.0
Vasant Vihar,Apartment,2,2,2,1246.0,21,12,16,Semi-Furnished,2,4.53,19339000.0
Rohini,Apartment,2,2,1,1279.8,10,12,13,Semi-Furnished,1,6.26,5945000.0
Hauz Khas,Builder Floor,2,2,2,1790.6,30,3,12,Unfurnished,0,1.54,17767000.0
Vasant Vihar,Independent House,4,3,1,2410.0,9,9,15,Semi-Furnished,1,1.0,48106000.0
Chattarpur,Apartment,2,2,0,1423.4,5,3,6,Unfurnished,2,0.34,9286000.0
Uttam Nagar,Apartment,4,4,1,870.8,29,2,5,Unfurnished,2,0.37,4544000.0
Mayur Vihar,Apartment,2,2,1,1090.2,27,6,14,Unfurnished,1,0.37,5443000.0
Model Town,Apartment,2,2,1,1027.3,37,10,14,Unfurnished,1,2.09,7463000.0
Paschim Vihar,Apartment,1,1,3,654.0,23,14,23,Unfurnished,1,0.83,4453000.0
Rohini,Apartment,3,3,1,997.2,3,3,7,Fully-Furnished,1,0.14,7751000.0
Mayur Vihar,Builder Floor,3,3,1,2013.3,5,7,15,Semi-Furnished,0,0.39,12891000.0
Janakpuri,Builder Floor,3,3,2,2045.6,30,3,8,Semi-Furnished,2,3.61,17823000.0
Model Town,Independent House,3,3,0,1463.5,38,9,18,Unfurnished,2,0.92,15474000.0
Karol Bagh,Apartment,2,2,0,830.6,36,6,11,Semi-Furnished,0,1.03,5677000.0
Lajpat Nagar,Builder Floor,3,3,3,1634.4,23,10,18,Unfurnished,1,11.5,14076000.0
Najafgarh,Apartment,2,2,2,1184.6,6,8,14,Fully-Furnished,0,0.5,5487000.0
Shahdara,Apartment,2,2,1,1027.1,35,4,13,Semi-Furnished,1,0.96,4703000.0
Janakpuri,Independent House,2,2,2,2494.2,2,2,11,Semi-Furnished,2,0.45,24780000.0
Dwarka,Builder Floor,3,3,1,666.9,15,12,21,Semi-Furnished,1,0.59,4756000.0
Janakpuri,Apartment,3,2,2,976.3,37,3,7,Unfurnished,0,1.86,5712000.0
Uttam Nagar,Apartment,3,2,2,1069.0,26,8,15,Unfurnished,1,1.94,5264000.0
Mayur Vihar,Apartment,4,4,1,935.7,39,10,15,Fully-Furnished,1,1.67,5466000.0
Hauz Khas,Apartment,3,3,2,950.9,23,1,3,Fully-Furnished,1,0.86,13781000.0
Lajpat Nagar,Apartment,3,3,0,720.4,6,0,4,Semi-Furnished,0,4.33,7965000.0
Shahdara,Apartment,3,3,2,1472.9,11,9,12,Semi-Furnished,1,2.3,8522000.0
Golf Links,Builder Floor,2,2,1,1095.3,0,5,8,Unfurnished,2,7.27,17422000.0
Golf Links,Apartment,4,4,1,1288.0,8,1,4,Unfurnished,0,0.71,24192000.0
Najafgarh,Builder Floor,3,3,0,1026.3,37,13,22,Semi-Furnished,1,0.95,3380000.0
Chattarpur,Apartment,4,4,1,1324.1,12,9,11,Unfurnished,2,0.44,8557000.0
Hauz Khas,Builder Floor,4,2,2,1439.0,37,5,8,Unfurnished,1,2.29,15275000.0
Rohini,Apartment,3,2,3,1113.7,4,0,6,Fully-Furnished,0,1.5,8969000.0
Paschim Vihar,Independent House,2,2,0,1249.8,27,1,8,Unfurnished,1,4.78,9453000.0
Chattarpur,Villa,3,2,1,2359.1,5,14,23,Semi-Furnished,2,1.44,19377000.0
Hauz Khas,Apartment,2,2,0,827.6,16,10,11,Fully-Furnished,1,4.28,9958000.0
Janakpuri,Builder Floor,3,3,1,1093.3,5,12,17,Semi-Furnished,1,1.04,9013000.0
Najafgarh,Apartment,1,1,2,889.6,33,7,12,Unfurnished,0,2.97,3015000.0
Uttam Nagar,Apartment,3,3,2,980.4,8,2,9,Unfurnished,0,0.74,5191000.0
Greater Kailash,Builder Floor,3,3,2,1487.1,15,13,21,Fully-Furnished,1,5.93,24255000.0
Vasant Vihar,Apartment,3,3,2,1147.1,32,0,6,Unfurnished,1,0.63,18243000.0
Golf Links,Apartment,3,2,1,1107.6,38,6,13,Fully-Furnished,0,3.84,20125000.0
Greater Kailash,Builder Floor,2,2,3,1276.7,38,6,10,Semi-Furnished,1,0.64,17238000.0
Golf Links,Independent House,4,4,1,2444.2,19,10,18,Unfurnished,1,5.48,45611000.0
Janakpuri,Apartment,2,2,3,1046.7,34,14,19,Fully-Furnished,1,0.06,6821000.0
Lajpat Nagar,Apartment,2,2,2,1184.9,22,6,8,Semi-Furnished,1,5.17,10206000.0
Greater Kailash,Apartment,2,2,2,956.6,33,7,16,Unfurnished,0,4.17,9808000.0
Defence Colony,Builder Floor,3,2,0,1369.3,14,13,22,Fully-Furnished,1,3.07,21719000.0
Hauz Khas,Independent House,2,2,3,1502.1,29,3,10,Unfurnished,0,0.74,18922000.0
Mayur Vihar,Builder Floor,4,4,3,841.1,26,8,15,Unfurnished,1,3.95,5294000.0
Chattarpur,Apartment,4,4,0,784.5,34,3,5,Unfurnished,0,3.74,4010000.0
Najafgarh,Apartment,2,2,2,1480.8,32,13,20,Fully-Furnished,2,1.15,6231000.0
Golf Links,Builder Floor,3,3,0,1510.4,9,14,20,Unfurnished,1,2.65,28576000.0
Shahdara,Builder Floor,2,2,2,1231.2,4,4,12,Semi-Furnished,1,0.83,6401000.0
Lajpat Nagar,Builder Floor,4,4,1,1930.7,21,10,15,Unfurnished,1,0.4,19636000.0
Vasant Vihar,Builder Floor,3,2,1,1062.6,31,8,10,Semi-Furnished,0,9.23,15127000.0
Dwarka,Apartment,4,2,2,1309.2,30,11,20,Fully-Furnished,1,3.8,9042000.0
Golf Links,Apartment,2,2,1,1253.0,36,11,12,Semi-Furnished,1,0.22,21146000.0
Janakpuri,Builder Floor,1,1,2,1750.5,2,4,7,Fully-Furnished,1,3.95,15519000.0
Rohini,Builder Floor,1,1,2,1186.2,30,11,15,Semi-Furnished,1,0.08,5357000.0
Chattarpur,Builder Floor,3,3,3,1559.6,8,2,6,Unfurnished,0,0.65,12291000.0
Greater Kailash,Apartment,5,2,2,860.1,6,10,14,Semi-Furnished,2,0.98,17981000.0
Dwarka,Apartment,4,4,2,1634.4,34,5,13,Unfurnished,2,0.31,12511000.0
Greater Kailash,Apartment,3,3,3,798.3,1,7,14,Unfurnished,0,0.21,12828000.0
Mayur Vihar,Independent House,3,3,3,2171.0,24,7,9,Semi-Furnished,1,2.98,12457000.0
Dwarka,Apartment,2,2,2,931.4,1,2,8,Semi-Furnished,1,0.5,8696000.0
Greater Kailash,Apartment,2,2,0,910.8,35,6,11,Unfurnished,1,0.22,9597000.0
Chattarpur,Apartment,3,3,1,1196.4,34,5,12,Unfurnished,1,4.21,7503000.0
Vasant Vihar,Builder Floor,1,1,1,1503.6,25,14,18,Unfurnished,0,0.61,18601000.0
Mayur Vihar,Apartment,5,2,1,1150.1,10,14,16,Unfurnished,1,1.89,9070000.0
Lajpat Nagar,Builder Floor,3,3,0,1529.0,29,6,9,Semi-Furnished,0,3.03,14843000.0
Greater Kailash,Builder Floor,1,1,1,1315.2,31,10,15,Unfurnished,2,3.32,12375000.0
Paschim Vihar,Apartment,3,3,2,1099.0,2,6,13,Semi-Furnished,1,1.1,11500000.0
Najafgarh,Independent House,2,2,1,2115.2,14,6,15,Unfurnished,1,0.89,9599000.0
Mayur Vihar,Apartment,3,3,1,1071.8,39,13,21,Unfurnished,2,0.56,4823000.0
Najafgarh,Apartment,1,1,0,604.0,12,0,3,Semi-Furnished,1,4.41,2094000.0
Saket,Independent House,3,3,2,2552.7,24,1,8,Fully-Furnished,1,0.97,35860000.0
Lajpat Nagar,Apartment,4,4,1,1248.1,10,1,9,Semi-Furnished,1,0.37,14082000.0
Najafgarh,Apartment,2,2,0,1367.3,20,2,8,Semi-Furnished,0,1.18,4432000.0
Pitampura,Apartment,2,2,2,1390.0,36,3,6,Unfurnished,1,0.66,8662000.0
Najafgarh,Builder Floor,2,2,0,1679.5,26,2,4,Unfurnished,0,2.64,6481000.0
Vasant Vihar,Apartment,4,3,1,756.3,21,1,8,Semi-Furnished,0,1.39,14958000.0
Dwarka,Builder Floor,2,2,1,1594.0,26,13,15,Fully-Furnished,1,1.05,10668000.0
Shahdara,Apartment,5,4,2,790.1,33,2,10,Semi-Furnished,0,0.31,4717000.0
Mayur Vihar,Apartment,2,2,0,880.4,37,2,7,Unfurnished,1,1.98,3666000.0
Hauz Khas,Apartment,3,2,2,828.9,4,1,4,Fully-Furnished,2,1.83,15198000.0
Vikaspuri,Villa,3,3,3,3583.6,23,7,8,Semi-Furnished,2,0.32,31640000.0
Najafgarh,Apartment,2,2,3,1112.0,19,0,8,Semi-Furnished,1,5.52,3644000.0
Vikaspuri,Apartment,3,2,1,976.4,39,6,11,Unfurnished,2,0.91,5510000.0
Karol Bagh,Apartment,2,2,1,1117.3,13,3,8,Semi-Furnished,1,4.14,9920000.0
Golf Links,Apartment,1,1,0,1494.3,7,6,10,Unfurnished,1,1.31,23241000.0
Paschim Vihar,Independent House,4,4,2,2532.8,6,6,14,Semi-Furnished,1,0.19,27730000.0
Golf Links,Apartment,3,3,3,884.1,4,10,13,Fully-Furnished,1,1.65,20250000.0
Paschim Vihar,Apartment,3,3,3,985.5,20,14,16,Semi-Furnished,1,0.54,8807000.0
Shahdara,Builder Floor,3,3,1,1355.4,31,12,18,Semi-Furnished,1,1.36,7158000.0
Vasant Vihar,Apartment,3,3,1,1536.1,10,9,14,Unfurnished,1,6.45,22296000.0
Shahdara,Builder Floor,4,2,2,1047.3,8,1,5,Fully-Furnished,2,1.74,7484000.0
Chattarpur,Apartment,1,1,3,1070.5,14,7,10,Fully-Furnished,2,2.64,6576000.0
Defence Colony,Apartment,2,2,1,1329.3,12,9,18,Semi-Furnished,2,0.06,24811000.0
Hauz Khas,Apartment,2,2,0,1239.3,17,1,10,Unfurnished,0,1.29,14993000.0
Mayur Vihar,Independent House,3,3,0,1440.5,2,12,18,Unfurnished,0,1.88,11574000.0
